Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1014477,Mumbai University,B.Sc,Finance,1,Female,74.48,10,33,4.12,Not Placed
1014478,Pune University,MBA,Data Science,1,Male,99.62,13,38,5.64,Not Placed
1014479,Anna University,BBA,Finance,4,Female,74.8,16,62,6.19,Placed
1014480,Delhi University,B.Com,Data Science,4,Male,78.55,29,67,8.31,Placed
1014481,Delhi University,B.Com,Data Science,4,Male,71.52,11,52,6.93,Placed
1014482,Mumbai University,B.Com,Marketing,3,Female,76.92,22,40,4.41,Not Placed
1014483,Pune University,B.Com,Computer Science,4,Female,56.59,19,54,5.24,Not Placed
1014484,Mumbai University,MCA,Data Science,3,Male,67.68,15,46,7.81,Not Placed
1014485,Mumbai University,B.Com,Data Science,4,Female,95.56,14,21,9.96,Placed
1014486,Pune University,BBA,Finance,4,Male,63.71,15,37,6.77,Not Placed
1014487,JNTU Hyderabad,MCA,Data Science,3,Male,86.4,25,20,8.36,Placed
1014488,Delhi University,B.Tech,Computer Science,3,Male,99.65,28,48,5.89,Not Placed
1014489,Pune University,B.Com,Finance,4,Male,86.66,17,61,9.3,Not Placed
1014490,Pune University,MCA,Finance,1,Male,70.69,27,53,6.38,Placed
1014491,Pune University,MBA,Computer Science,1,Female,66.67,11,21,4.03,Not Placed
1014492,Anna University,B.Tech,Data Science,2,Female,69.78,28,43,9.19,Placed
1014493,Mumbai University,MCA,Civil,4,Female,92.81,12,29,6.51,Placed
1014494,Anna University,MCA,Marketing,2,Male,73.96,21,50,8.39,Placed
1014495,Mumbai University,B.Sc,Data Science,2,Male,83.96,17,36,4.73,Placed
1014496,Delhi University,B.Sc,Civil,3,Female,91.64,11,38,9.4,Placed
1014497,Anna University,MCA,Data Science,2,Male,74.99,28,34,4.61,Placed
1014498,Delhi University,B.Tech,Mechanical,3,Female,91.64,13,36,9.17,Not Placed
1014499,Pune University,MCA,Computer Science,2,Female,95.39,27,42,6.55,Not Placed
1014500,JNTU Hyderabad,BBA,Computer Science,4,Female,86.85,16,33,5.64,Not Placed
1014501,Mumbai University,B.Sc,Data Science,4,Female,96.21,22,41,9.19,Placed
1014502,Delhi University,B.Sc,Finance,4,Female,81.25,24,39,8.16,Not Placed
1014503,Anna University,B.Sc,Marketing,4,Male,73.96,16,43,9.73,Placed
1014504,Mumbai University,MCA,Marketing,3,Male,72.26,17,32,6.34,Not Placed
1014505,JNTU Hyderabad,MCA,Marketing,4,Female,91.37,13,28,5.45,Placed
1014506,Anna University,MCA,Finance,3,Male,84.5,19,52,4.08,Not Placed
1014507,Delhi University,B.Sc,Civil,3,Female,84.46,14,25,6.52,Not Placed
1014508,Anna University,B.Sc,Finance,3,Male,74.8,26,36,4.8,Placed
1014509,Anna University,MBA,Computer Science,4,Male,56.29,11,69,8.1,Placed
1014510,Pune University,B.Com,Marketing,2,Male,59.34,15,59,7.71,Not Placed
1014511,Delhi University,MBA,Data Science,2,Male,97.19,21,44,6.77,Placed
1014512,Mumbai University,BBA,Finance,3,Female,82.4,12,42,7.21,Not Placed
1014513,Delhi University,B.Sc,Civil,1,Female,69.75,27,34,4.32,Placed
1014514,Pune University,B.Com,Computer Science,3,Male,73.12,11,46,4.96,Placed
1014515,JNTU Hyderabad,MCA,Computer Science,2,Male,85.61,17,45,8.52,Not Placed
1014516,Pune University,B.Tech,Marketing,2,Male,85.87,13,21,5.26,Placed
1014517,Delhi University,B.Com,Mechanical,3,Male,65.97,17,67,6.93,Not Placed
1014518,Anna University,B.Tech,Data Science,1,Male,74.63,24,45,5.69,Placed
1014519,Anna University,MBA,Marketing,1,Male,90.86,14,66,5.21,Placed
1014520,Mumbai University,B.Com,Computer Science,4,Female,75.7,28,22,6.18,Placed
1014521,Mumbai University,B.Com,Finance,3,Male,86.65,19,41,8.62,Placed
1014522,Anna University,MCA,Marketing,4,Female,86.7,24,35,7.93,Placed
1014523,Delhi University,B.Sc,Finance,1,Male,69.02,25,32,8.43,Placed
1014524,Mumbai University,BBA,Mechanical,2,Male,63.19,10,25,4.42,Placed
1014525,Mumbai University,MBA,Computer Science,1,Male,95.57,14,25,9.37,Not Placed
1014526,Mumbai University,MBA,Marketing,1,Female,64.08,11,35,7.76,Not Placed
1014527,Delhi University,B.Com,Computer Science,4,Male,67.31,20,57,4.13,Not Placed
1014528,JNTU Hyderabad,MCA,Finance,2,Female,64.95,15,58,5.61,Placed
1014529,JNTU Hyderabad,B.Sc,Mechanical,2,Male,91.05,28,48,4.16,Placed
1014530,Mumbai University,MCA,Civil,2,Female,61.29,23,64,6.25,Placed
1014531,Anna University,MCA,Marketing,3,Female,70.71,24,48,7.7,Placed
1014532,Anna University,B.Sc,Marketing,4,Female,90.16,18,40,8.76,Not Placed
1014533,Delhi University,B.Sc,Data Science,2,Male,81.69,18,23,7.4,Not Placed
1014534,Mumbai University,B.Sc,Civil,3,Male,73.73,13,28,8.97,Not Placed
1014535,JNTU Hyderabad,B.Sc,Computer Science,1,Female,66.99,27,47,5.01,Placed
1014536,Delhi University,B.Tech,Data Science,2,Female,95.31,22,46,4.4,Placed
1014537,Delhi University,B.Sc,Mechanical,4,Female,84.34,10,62,6.27,Placed
1014538,Mumbai University,B.Tech,Mechanical,2,Female,84.11,14,41,7.62,Placed
1014539,Anna University,BBA,Computer Science,3,Female,80.82,27,20,7.03,Not Placed
1014540,Anna University,MBA,Data Science,1,Female,92.49,28,26,9.76,Not Placed
1014541,Delhi University,B.Tech,Computer Science,2,Male,92.35,23,30,9.72,Placed
1014542,Anna University,B.Tech,Finance,4,Male,67.96,16,59,9.99,Placed
1014543,Delhi University,B.Sc,Marketing,4,Female,56.16,26,66,7.78,Placed
1014544,Pune University,BBA,Mechanical,4,Female,85.49,16,36,5.55,Placed
1014545,Mumbai University,B.Sc,Civil,4,Female,84.15,28,37,8.11,Placed
1014546,JNTU Hyderabad,MBA,Computer Science,2,Male,92.34,21,53,5.86,Placed
1014547,Delhi University,B.Tech,Civil,2,Female,66.15,17,27,5.06,Placed
1014548,Anna University,B.Tech,Civil,1,Male,85.61,28,35,8.82,Placed
1014549,JNTU Hyderabad,BBA,Civil,2,Male,57.95,13,45,5.34,Placed
1014550,JNTU Hyderabad,BBA,Finance,3,Male,57.14,11,21,8.81,Placed
1014551,Pune University,B.Com,Computer Science,1,Female,56.68,11,58,5.33,Placed
1014552,Pune University,MCA,Civil,1,Male,90.87,13,62,8.1,Not Placed
1014553,JNTU Hyderabad,MBA,Computer Science,4,Female,64.67,18,54,4.85,Placed
1014554,Pune University,MBA,Mechanical,4,Female,58.76,12,42,6.75,Placed
1014555,Anna University,BBA,Marketing,3,Male,86.84,22,50,5.41,Placed
1014556,Delhi University,B.Com,Computer Science,3,Female,71.68,11,32,9.43,Placed
1014557,Anna University,MCA,Mechanical,1,Male,87.42,14,20,8.38,Not Placed
1014558,JNTU Hyderabad,B.Com,Marketing,1,Male,86.54,16,53,7.29,Placed
1014559,Delhi University,MBA,Mechanical,4,Female,79.0,24,66,5.46,Placed
1014560,Delhi University,MBA,Civil,2,Male,75.95,25,55,5.43,Placed
1014561,Anna University,MCA,Civil,4,Female,73.67,27,20,9.43,Not Placed
1014562,JNTU Hyderabad,B.Sc,Finance,2,Female,58.88,17,67,4.58,Placed
1014563,Pune University,B.Sc,Marketing,4,Female,60.12,17,59,9.14,Not Placed
1014564,Pune University,MCA,Civil,1,Female,60.03,11,24,5.96,Not Placed
1014565,JNTU Hyderabad,MCA,Marketing,1,Male,80.82,28,64,7.76,Placed
1014566,Mumbai University,B.Com,Marketing,3,Female,62.0,12,20,4.42,Not Placed
1014567,JNTU Hyderabad,MCA,Computer Science,2,Female,69.02,13,28,5.25,Placed
1014568,JNTU Hyderabad,MBA,Mechanical,4,Male,97.65,19,45,5.23,Placed
1014569,Pune University,MCA,Finance,3,Female,56.42,12,40,9.74,Placed
1014570,Anna University,B.Com,Finance,1,Female,74.74,17,45,4.81,Not Placed
1014571,Anna University,MCA,Civil,3,Male,94.51,25,43,7.58,Not Placed
1014572,JNTU Hyderabad,B.Sc,Computer Science,1,Female,58.83,22,26,7.64,Placed
1014573,Delhi University,B.Sc,Mechanical,4,Male,86.81,10,24,8.82,Placed
1014574,JNTU Hyderabad,MCA,Data Science,1,Female,65.07,10,37,4.74,Placed
1014575,Pune University,B.Sc,Computer Science,2,Female,80.82,18,53,4.89,Placed
1014576,Pune University,BBA,Mechanical,4,Male,68.55,12,39,5.1,Placed
1014577,Delhi University,MCA,Computer Science,4,Male,66.35,16,55,6.09,Not Placed
1014578,Delhi University,B.Tech,Data Science,3,Male,64.12,25,59,8.97,Placed
1014579,Delhi University,BBA,Mechanical,4,Female,90.93,28,33,9.79,Not Placed
1014580,Pune University,MBA,Civil,4,Male,75.44,24,53,7.48,Not Placed
1014581,Mumbai University,B.Tech,Mechanical,4,Female,77.91,19,57,5.06,Placed
1014582,Anna University,BBA,Finance,3,Male,61.98,26,67,7.77,Placed
1014583,Anna University,MBA,Marketing,4,Male,81.39,29,59,6.21,Placed
1014584,JNTU Hyderabad,B.Tech,Finance,1,Male,76.58,27,32,6.8,Placed
1014585,Pune University,MBA,Mechanical,1,Male,66.71,24,42,6.62,Not Placed
1014586,Mumbai University,B.Sc,Computer Science,1,Female,82.94,28,31,5.53,Placed
1014587,Anna University,B.Com,Finance,1,Male,89.52,16,51,9.44,Not Placed
1014588,Mumbai University,BBA,Civil,2,Male,67.12,26,35,4.18,Placed
1014589,JNTU Hyderabad,BBA,Civil,1,Female,79.91,16,26,4.33,Not Placed
1014590,Mumbai University,B.Com,Marketing,4,Male,90.73,29,35,9.38,Placed
1014591,Pune University,MBA,Mechanical,4,Female,83.13,11,29,9.44,Not Placed
1014592,Anna University,MBA,Computer Science,2,Female,99.63,13,39,4.89,Placed
1014593,Pune University,B.Com,Finance,3,Female,79.32,19,43,7.9,Not Placed
1014594,Anna University,BBA,Computer Science,2,Male,67.55,24,64,6.55,Placed
1014595,Delhi University,B.Tech,Mechanical,3,Male,71.89,27,50,7.53,Not Placed
1014596,Anna University,BBA,Computer Science,3,Male,59.42,18,23,5.78,Placed
1014597,Delhi University,MBA,Computer Science,3,Female,92.48,12,35,6.12,Placed
1014598,Mumbai University,B.Tech,Mechanical,2,Male,98.05,12,23,9.47,Placed
1014599,JNTU Hyderabad,B.Tech,Civil,1,Male,72.87,24,32,8.36,Placed
1014600,Anna University,B.Sc,Civil,1,Female,59.57,10,20,7.39,Not Placed
1014601,Mumbai University,B.Sc,Marketing,2,Female,62.83,24,69,6.33,Placed
1014602,Delhi University,MCA,Computer Science,3,Female,61.98,13,30,8.82,Placed
1014603,Anna University,MBA,Mechanical,3,Male,70.02,24,35,9.48,Placed
1014604,JNTU Hyderabad,B.Sc,Finance,2,Male,63.11,25,32,4.81,Placed
1014605,Delhi University,B.Com,Mechanical,4,Female,66.25,10,25,6.45,Not Placed
1014606,JNTU Hyderabad,MCA,Finance,2,Female,75.31,25,21,5.27,Not Placed
1014607,Pune University,MCA,Computer Science,1,Female,68.41,11,43,4.3,Not Placed
1014608,Mumbai University,B.Sc,Marketing,4,Male,85.91,28,53,7.4,Placed
1014609,Mumbai University,B.Tech,Marketing,1,Male,63.44,15,45,7.2,Placed
1014610,Pune University,B.Com,Marketing,3,Female,75.05,12,55,9.63,Placed
1014611,Delhi University,B.Tech,Data Science,4,Female,99.35,23,20,7.28,Placed
1014612,Mumbai University,MCA,Computer Science,4,Female,56.03,25,62,5.2,Not Placed
1014613,JNTU Hyderabad,BBA,Marketing,4,Male,82.26,16,53,6.09,Placed
1014614,Delhi University,B.Tech,Marketing,2,Female,86.15,15,40,6.95,Placed
1014615,JNTU Hyderabad,B.Tech,Civil,1,Female,64.93,17,53,8.86,Not Placed
1014616,Mumbai University,MBA,Data Science,4,Male,97.29,25,46,7.11,Not Placed
1014617,Delhi University,BBA,Mechanical,1,Male,92.41,16,54,9.96,Not Placed
1014618,JNTU Hyderabad,B.Tech,Marketing,2,Female,82.02,25,29,5.42,Not Placed
1014619,Anna University,MCA,Civil,2,Male,83.21,24,30,9.71,Placed
1014620,Delhi University,MCA,Data Science,2,Female,97.23,29,65,8.81,Placed
1014621,Mumbai University,MBA,Computer Science,3,Female,62.01,13,47,6.73,Placed
1014622,Mumbai University,B.Tech,Civil,1,Female,56.94,22,33,8.04,Not Placed
1014623,Mumbai University,BBA,Marketing,3,Male,76.16,16,44,6.24,Placed
1014624,Mumbai University,B.Sc,Mechanical,4,Female,59.07,12,40,7.84,Placed
1014625,Delhi University,B.Tech,Data Science,2,Male,67.97,23,20,7.28,Placed
1014626,Anna University,B.Com,Civil,4,Male,55.41,18,38,5.13,Placed
1014627,Delhi University,B.Com,Finance,1,Female,90.55,15,20,8.23,Placed
1014628,JNTU Hyderabad,MCA,Mechanical,1,Female,60.14,26,52,6.15,Placed
1014629,Pune University,MBA,Mechanical,3,Male,84.19,20,50,9.1,Placed
1014630,JNTU Hyderabad,MBA,Mechanical,2,Male,60.51,25,30,6.5,Placed
1014631,JNTU Hyderabad,MCA,Finance,1,Male,93.41,20,35,4.36,Placed
1014632,Anna University,MCA,Civil,4,Male,61.65,18,27,6.32,Placed
1014633,Anna University,MCA,Marketing,4,Male,95.19,15,44,6.07,Placed
1014634,Pune University,MBA,Finance,4,Female,91.69,19,41,5.11,Not Placed
1014635,JNTU Hyderabad,B.Tech,Computer Science,3,Male,92.97,21,38,7.59,Not Placed
1014636,Delhi University,BBA,Computer Science,2,Male,85.81,22,34,7.68,Placed
1014637,Mumbai University,BBA,Mechanical,4,Male,66.13,22,38,4.3,Placed
1014638,Pune University,B.Tech,Computer Science,3,Female,76.93,25,34,7.29,Placed
1014639,JNTU Hyderabad,B.Com,Finance,3,Male,56.21,16,66,8.28,Placed
1014640,Mumbai University,MBA,Finance,3,Male,76.56,29,32,7.13,Placed
1014641,JNTU Hyderabad,BBA,Data Science,3,Female,66.59,28,69,6.43,Not Placed
1014642,Mumbai University,BBA,Finance,1,Female,76.67,16,25,7.05,Placed
1014643,Mumbai University,B.Sc,Finance,4,Male,77.57,13,31,7.81,Not Placed
1014644,Delhi University,MCA,Data Science,4,Female,95.93,26,21,9.26,Placed
1014645,Anna University,B.Sc,Mechanical,3,Male,83.12,29,50,8.9,Placed
1014646,Delhi University,B.Tech,Finance,3,Female,66.96,27,38,4.86,Placed
1014647,Mumbai University,MBA,Mechanical,3,Male,90.3,18,42,5.21,Placed
1014648,JNTU Hyderabad,B.Sc,Civil,4,Male,87.92,25,46,8.62,Not Placed
1014649,Pune University,BBA,Finance,3,Male,86.8,28,66,4.46,Not Placed
1014650,JNTU Hyderabad,B.Tech,Civil,3,Male,61.38,20,65,8.0,Placed
1014651,Delhi University,BBA,Data Science,1,Male,97.68,27,35,8.87,Placed
1014652,JNTU Hyderabad,B.Com,Mechanical,2,Male,96.48,28,49,8.1,Placed
1014653,JNTU Hyderabad,B.Com,Finance,1,Female,59.82,29,35,7.79,Placed
1014654,Delhi University,B.Com,Mechanical,4,Male,86.61,21,61,7.18,Not Placed
1014655,Anna University,B.Sc,Finance,1,Female,60.39,29,48,6.17,Placed
1014656,Pune University,B.Tech,Computer Science,1,Male,82.94,10,22,6.03,Placed
1014657,JNTU Hyderabad,B.Com,Finance,1,Male,58.04,13,62,9.48,Placed
1014658,JNTU Hyderabad,BBA,Finance,4,Male,55.12,11,68,4.37,Not Placed
1014659,Mumbai University,B.Sc,Marketing,1,Female,84.97,15,41,9.94,Placed
1014660,Anna University,MBA,Computer Science,3,Male,62.33,25,31,7.61,Placed
1014661,Anna University,B.Com,Computer Science,2,Male,95.51,21,39,8.08,Placed
1014662,Mumbai University,B.Sc,Mechanical,2,Male,82.58,22,41,4.32,Placed
1014663,JNTU Hyderabad,MCA,Mechanical,2,Female,72.84,11,46,7.44,Placed
1014664,Delhi University,MCA,Data Science,2,Male,98.2,11,37,7.55,Placed
1014665,JNTU Hyderabad,BBA,Marketing,1,Female,72.1,10,34,4.12,Placed
1014666,JNTU Hyderabad,BBA,Mechanical,4,Male,71.48,11,35,6.83,Placed
1014667,Pune University,B.Tech,Civil,4,Male,93.85,16,66,6.87,Placed
1014668,Mumbai University,B.Com,Finance,1,Male,80.09,20,28,9.55,Placed
1014669,Delhi University,B.Sc,Data Science,4,Female,85.16,15,55,4.31,Not Placed
1014670,JNTU Hyderabad,B.Sc,Computer Science,2,Female,69.5,16,56,7.03,Not Placed
1014671,Delhi University,MBA,Civil,3,Male,81.44,29,54,4.28,Placed
1014672,JNTU Hyderabad,BBA,Mechanical,2,Male,66.12,10,43,9.6,Not Placed
1014673,Mumbai University,B.Tech,Data Science,1,Male,85.66,15,52,8.01,Placed
1014674,Pune University,B.Sc,Computer Science,3,Male,85.49,19,45,5.66,Placed
1014675,Anna University,B.Com,Mechanical,2,Female,86.68,24,22,6.1,Not Placed
1014676,Pune University,BBA,Marketing,1,Female,57.15,12,54,5.16,Placed
1014677,Anna University,B.Sc,Marketing,3,Female,98.7,22,68,9.13,Placed
1014678,Anna University,B.Sc,Civil,2,Female,57.7,29,25,5.88,Not Placed
1014679,Anna University,BBA,Finance,2,Male,66.23,19,28,6.47,Placed
1014680,Mumbai University,MBA,Mechanical,2,Male,81.61,18,30,6.81,Placed
1014681,Anna University,BBA,Civil,4,Female,98.2,13,45,7.67,Placed
1014682,JNTU Hyderabad,B.Com,Computer Science,4,Female,77.13,28,23,6.43,Placed
1014683,Anna University,B.Sc,Data Science,4,Female,92.25,12,41,5.76,Placed
1014684,Delhi University,B.Com,Marketing,4,Male,69.07,25,63,9.59,Not Placed
1014685,Pune University,BBA,Data Science,3,Male,95.6,23,67,5.27,Placed
1014686,Mumbai University,MCA,Civil,1,Female,70.02,18,60,6.99,Not Placed
1014687,Mumbai University,B.Sc,Mechanical,3,Male,55.28,13,40,8.37,Placed
1014688,Pune University,B.Sc,Civil,2,Male,68.53,19,38,7.91,Placed
1014689,Anna University,B.Com,Civil,3,Female,63.47,10,68,5.86,Not Placed
1014690,Delhi University,BBA,Mechanical,2,Male,87.22,18,69,8.61,Not Placed
1014691,Mumbai University,B.Sc,Mechanical,3,Female,77.68,11,69,4.39,Not Placed
1014692,Delhi University,MCA,Civil,1,Female,91.32,28,66,9.83,Not Placed
1014693,Delhi University,B.Sc,Data Science,2,Female,58.42,10,27,6.47,Placed
1014694,Anna University,MBA,Finance,4,Female,93.85,14,50,6.39,Placed
1014695,Pune University,B.Com,Marketing,3,Male,81.78,22,23,8.68,Not Placed
1014696,Pune University,B.Tech,Finance,4,Male,88.11,15,40,7.27,Placed
1014697,Mumbai University,B.Tech,Marketing,2,Male,96.91,13,53,6.01,Placed
1014698,Anna University,B.Tech,Mechanical,2,Male,55.22,17,36,4.01,Placed
1014699,Pune University,B.Sc,Marketing,3,Female,95.82,14,42,7.76,Not Placed
1014700,Anna University,B.Tech,Finance,4,Female,94.36,22,35,9.04,Placed
1014701,Mumbai University,B.Sc,Finance,2,Male,69.05,19,54,4.29,Placed
1014702,Mumbai University,MBA,Finance,4,Female,67.33,17,56,9.35,Not Placed
1014703,JNTU Hyderabad,B.Sc,Finance,4,Male,64.68,14,42,4.95,Not Placed
1014704,Delhi University,MCA,Marketing,1,Male,99.03,15,21,9.38,Not Placed
1014705,Anna University,MCA,Civil,3,Female,88.83,15,67,4.26,Placed
1014706,Mumbai University,B.Tech,Computer Science,4,Male,57.56,16,44,9.25,Placed
1014707,JNTU Hyderabad,BBA,Mechanical,2,Female,82.65,20,49,5.98,Placed
1014708,Anna University,BBA,Data Science,4,Female,66.84,28,53,9.19,Not Placed
1014709,JNTU Hyderabad,MBA,Finance,3,Female,66.09,21,23,4.27,Not Placed
1014710,Delhi University,MCA,Computer Science,3,Male,96.18,15,35,7.88,Placed
1014711,Delhi University,BBA,Civil,1,Female,97.02,20,27,6.54,Placed
1014712,Anna University,B.Sc,Finance,3,Male,96.6,11,24,6.7,Placed
1014713,Pune University,MCA,Civil,4,Female,82.71,12,20,6.89,Placed
1014714,JNTU Hyderabad,MCA,Civil,4,Female,68.46,15,52,5.37,Placed
1014715,Pune University,B.Sc,Computer Science,3,Female,92.28,28,41,6.52,Not Placed
1014716,JNTU Hyderabad,MBA,Civil,2,Female,95.26,20,44,6.26,Not Placed
1014717,Mumbai University,MCA,Data Science,2,Male,93.27,18,29,4.98,Placed
1014718,Pune University,MBA,Marketing,2,Male,87.22,20,40,8.52,Placed
1014719,Mumbai University,MCA,Civil,2,Male,84.55,25,27,8.85,Placed
1014720,Mumbai University,MCA,Mechanical,3,Male,64.31,10,58,8.91,Placed
1014721,JNTU Hyderabad,MBA,Data Science,1,Female,90.02,14,69,4.66,Placed
1014722,JNTU Hyderabad,B.Com,Civil,2,Male,87.77,21,57,6.24,Placed
1014723,Mumbai University,BBA,Marketing,2,Male,74.26,29,64,9.27,Placed
1014724,Anna University,B.Sc,Finance,3,Male,73.34,13,49,9.5,Placed
1014725,Anna University,B.Com,Mechanical,2,Male,58.85,13,66,7.79,Not Placed
1014726,Delhi University,B.Com,Mechanical,1,Female,65.49,26,50,9.96,Placed
1014727,Mumbai University,BBA,Data Science,2,Female,84.69,19,37,8.6,Placed
1014728,Pune University,B.Sc,Civil,3,Male,61.28,24,38,6.5,Placed
1014729,Mumbai University,B.Sc,Computer Science,3,Female,60.57,27,29,8.71,Placed
1014730,Pune University,MBA,Civil,4,Female,81.46,29,37,4.76,Placed
1014731,Pune University,B.Com,Computer Science,4,Male,91.02,10,43,4.26,Placed
1014732,Pune University,B.Sc,Mechanical,4,Male,65.09,29,63,6.68,Placed
1014733,JNTU Hyderabad,B.Sc,Finance,2,Male,60.78,18,30,8.6,Placed
1014734,JNTU Hyderabad,MBA,Mechanical,4,Female,95.4,18,49,6.19,Not Placed
1014735,Anna University,B.Tech,Marketing,3,Male,81.68,22,29,6.63,Placed
1014736,Anna University,MCA,Data Science,4,Male,57.0,19,47,8.79,Not Placed
1014737,Anna University,B.Com,Finance,3,Female,65.19,29,48,5.81,Placed
1014738,Delhi University,BBA,Data Science,3,Male,61.22,12,36,6.5,Placed
1014739,JNTU Hyderabad,BBA,Data Science,4,Female,71.06,21,45,8.6,Placed
1014740,Delhi University,B.Sc,Data Science,3,Male,70.36,18,24,5.85,Not Placed
1014741,JNTU Hyderabad,B.Tech,Marketing,3,Female,56.58,10,61,5.82,Not Placed
1014742,Mumbai University,B.Tech,Mechanical,3,Male,94.03,10,25,6.85,Placed
1014743,Delhi University,MCA,Data Science,2,Female,55.13,24,34,8.73,Placed
1014744,Pune University,B.Tech,Data Science,3,Female,88.99,13,43,7.7,Placed
1014745,Mumbai University,BBA,Data Science,2,Female,88.36,25,23,7.93,Placed
1014746,JNTU Hyderabad,MBA,Computer Science,3,Female,69.37,11,21,6.89,Placed
1014747,Mumbai University,MCA,Data Science,4,Male,57.47,25,25,9.33,Not Placed
1014748,Anna University,B.Tech,Mechanical,2,Male,55.2,19,26,9.36,Placed
1014749,Pune University,B.Com,Finance,1,Male,87.52,16,23,7.35,Placed
1014750,Anna University,MBA,Civil,2,Female,65.03,19,46,5.07,Placed
1014751,Delhi University,B.Tech,Marketing,1,Male,92.32,29,59,7.02,Placed
1014752,Delhi University,MCA,Computer Science,4,Male,94.44,15,51,9.17,Placed
1014753,Mumbai University,B.Sc,Civil,3,Female,86.06,19,50,7.67,Placed
1014754,Delhi University,B.Com,Computer Science,3,Female,77.27,12,62,8.97,Placed
1014755,JNTU Hyderabad,MCA,Civil,3,Male,74.38,12,35,8.24,Placed
1014756,JNTU Hyderabad,B.Tech,Computer Science,3,Male,99.58,16,45,6.96,Placed
1014757,Mumbai University,B.Sc,Finance,1,Male,60.7,19,33,6.42,Placed
1014758,Pune University,MCA,Mechanical,1,Male,76.66,12,50,9.4,Placed
1014759,Delhi University,MBA,Mechanical,2,Male,70.12,16,27,9.96,Not Placed
1014760,Anna University,B.Sc,Mechanical,2,Male,87.59,22,26,9.71,Placed
1014761,Pune University,B.Sc,Finance,3,Male,81.11,21,32,4.02,Placed
1014762,Mumbai University,B.Sc,Finance,3,Male,59.1,25,26,9.91,Not Placed
1014763,Mumbai University,B.Tech,Mechanical,2,Female,96.2,12,53,6.57,Not Placed
